"","Strain","Plate","Chemical","corr_OD595","trial","chem_mean"
"377","JV3","PM1","D-Psicose",0.222,"trial_1",0.261333333333333
"378","JV3","PM1","L-Lyxose",1.036,"trial_1",1.08433333333333
"379","JV3","PM1","Glucuronamide",0.058,"trial_1",0.081
"380","JV3","PM1","Pyruvic acid",0.902,"trial_1",0.901333333333333
"381","JV3","PM1","L-Galactonic acid-g-Lactone",0.004,"trial_1",0.0113333333333333
"382","JV3","PM1","D-Galacturonic acid",0.035,"trial_1",0.0176666666666667
"383","JV3","PM1","b-Phenylethylamine",0.013,"trial_1",0.014
"384","JV3","PM1","Ethanolamine",0.965,"trial_1",0.712666666666667
"385","JV3","PM1","Negative Control",0,"trial_2",0
"386","JV3","PM1","L-Arabinose",0.468,"trial_2",0.499
"387","JV3","PM1","N-Acetyl-D-Glucosamine",0.329,"trial_2",0.309
"388","JV3","PM1","D-Saccharic acid",0.014,"trial_2",0.0183333333333333
"389","JV3","PM1","Succinic acid",1.043,"trial_2",1.10433333333333
"390","JV3","PM1","D-Galactose",0,"trial_2",0.0233333333333333
"391","JV3","PM1","L-Aspartic acid",1.181,"trial_2",0.915333333333333
"392","JV3","PM1","L-Proline",1.619,"trial_2",1.173
"393","JV3","PM1","D-Alanine",0.256,"trial_2",0.323
"394","JV3","PM1","D-Trehalose",0.041,"trial_2",0.064
"395","JV3","PM1","D-Mannose",0,"trial_2",0.013
"396","JV3","PM1","Dulcitol",0.004,"trial_2",0.0106666666666667
"397","JV3","PM1","D-Serine",0.027,"trial_2",0.0423333333333333
"398","JV3","PM1","D-Sorbitol",0.015,"trial_2",0.0306666666666667
"399","JV3","PM1","Glycerol",0.254,"trial_2",0.252333333333333
"400","JV3","PM1","L-Fucose",0.071,"trial_2",0.086
"401","JV3","PM1","D-Glucuronic acid",0.036,"trial_2",0.0493333333333333
"402","JV3","PM1","D-Gluconic acid",1.577,"trial_2",1.60566666666667
"403","JV3","PM1","DL-a-Glycerol Phosphate",0.331,"trial_2",0.304666666666667
"404","JV3","PM1","D-Xylose",0.707,"trial_2",0.794
"405","JV3","PM1","L-Lactic acid",1.619,"trial_2",1.44866666666667
"406","JV3","PM1","Formic acid",0.041,"trial_2",0.0933333333333333
"407","JV3","PM1","D-Mannitol",0.897,"trial_2",0.827333333333333
"408","JV3","PM1","L-Glutamic acid",2.201,"trial_2",1.708
"409","JV3","PM1","D-Glucose-6-Phosphate",0,"trial_2",0.003
"410","JV3","PM1","D-Galactonic acid-g-Lactone",0.011,"trial_2",0.0236666666666667
"411","JV3","PM1","DL-Malic acid",1.185,"trial_2",1.22333333333333
"412","JV3","PM1","D-Ribose",0.937,"trial_2",0.936666666666667
"413","JV3","PM1","Tween 20",1.503,"trial_2",1.14933333333333
"414","JV3","PM1","L-Rhamnose",0.057,"trial_2",0.0703333333333333
"415","JV3","PM1","D-Fructose",0.759,"trial_2",0.725333333333333
"416","JV3","PM1","Acetic acid",0.506,"trial_2",0.505333333333333
"417","JV3","PM1","a-D-Glucose",2.101,"trial_2",1.75633333333333
"418","JV3","PM1","Maltose",0.039,"trial_2",0.0586666666666667
"419","JV3","PM1","D-Melibiose",0.022,"trial_2",0.042
"420","JV3","PM1","Thymidine",0,"trial_2",0.015
"421","JV3","PM1","L-Asparagine",1.857,"trial_2",1.578
"422","JV3","PM1","D-Aspartic acid",0.026,"trial_2",0.0333333333333333
"423","JV3","PM1","D-Glucosaminic acid",0.003,"trial_2",0.031
"424","JV3","PM1","1,2-Propanediol",0.107,"trial_2",0.0976666666666667
"425","JV3","PM1","Tween 40",1.413,"trial_2",1.31666666666667
"426","JV3","PM1","a-Ketoglutaric acid",0.614,"trial_2",0.631
"427","JV3","PM1","a-Ketobutyric acid",0.06,"trial_2",0.0646666666666667
"428","JV3","PM1","a-Methyl D-Galactoside",0.038,"trial_2",0.051
"429","JV3","PM1","a-D-Lactose",0.031,"trial_2",0.0543333333333333
"430","JV3","PM1","Lactulose",0.075,"trial_2",0.0836666666666667
"431","JV3","PM1","Sucrose",0.05,"trial_2",0.0713333333333333
"432","JV3","PM1","Uridine",0.331,"trial_2",0.281333333333333
"433","JV3","PM1","L-Glutamine",1.702,"trial_2",1.592
"434","JV3","PM1","m-Tartaric acid",0.011,"trial_2",0.0253333333333333
"435","JV3","PM1","D-Glucose-1-Phosphate",0.007,"trial_2",0.0373333333333333
"436","JV3","PM1","D-Fructose-6-Phosphate",0.158,"trial_2",0.209
"437","JV3","PM1","Tween 80",0.771,"trial_2",0.926
"438","JV3","PM1","a-Hydroxyglutaric acid-g-Lactone",0.029,"trial_2",0.053
"439","JV3","PM1","a-Hydroxybutyric acid",0.018,"trial_2",0.0463333333333333
"440","JV3","PM1","b-Methyl D-Glucoside",0.038,"trial_2",0.048
"441","JV3","PM1","Adonitol",0.053,"trial_2",0.0646666666666667
"442","JV3","PM1","Maltotriose",0.093,"trial_2",0.122
"443","JV3","PM1","2`-Deoxyadenosine",0,"trial_2",0.0173333333333333
"444","JV3","PM1","Adenosine",0.381,"trial_2",0.296666666666667
"445","JV3","PM1","Gly-Asp",0.023,"trial_2",0.069
"446","JV3","PM1","Citric acid",1.633,"trial_2",1.42666666666667
"447","JV3","PM1","m-Inositol",0.012,"trial_2",0.0283333333333333
"448","JV3","PM1","D-Threonine",0.051,"trial_2",0.0683333333333333
"449","JV3","PM1","Fumaric acid",2.5,"trial_2",1.82366666666667
"450","JV3","PM1","Bromosuccinic acid",0.38,"trial_2",0.435
"451","JV3","PM1","Propionic acid",1.31,"trial_2",0.643333333333333
"452","JV3","PM1","Mucic acid",0.025,"trial_2",0.0516666666666667
"453","JV3","PM1","Glycolic acid",0.008,"trial_2",0.024
"454","JV3","PM1","Glyoxylic acid",0,"trial_2",0.0283333333333333
"455","JV3","PM1","D-Cellobiose",0.05,"trial_2",0.06
"456","JV3","PM1","Inosine",1.393,"trial_2",1.20966666666667
"457","JV3","PM1","Gly-Glu",0.064,"trial_2",0.0926666666666667
"458","JV3","PM1","Tricarballylic acid",0.034,"trial_2",0.0533333333333333
"459","JV3","PM1","L-Serine",0.2,"trial_2",0.109333333333333
"460","JV3","PM1","L-Threonine",0.046,"trial_2",0.0763333333333333
"461","JV3","PM1","L-Alanine",0.574,"trial_2",0.413333333333333
"462","JV3","PM1","Ala-Gly",0.023,"trial_2",0.0573333333333333
"463","JV3","PM1","Acetoacetic acid",0.045,"trial_2",0.0613333333333333
"464","JV3","PM1","N-Acetyl-D-Mannosamine",0.038,"trial_2",0.042
"465","JV3","PM1","Mono-methyl Succinate",0.275,"trial_2",0.226
"466","JV3","PM1","Methyl Pyruvate",0.603,"trial_2",0.521
"467","JV3","PM1","D-Malic acid",0.069,"trial_2",0.098
"468","JV3","PM1","L-Malic acid",2.229,"trial_2",1.91666666666667
"469","JV3","PM1","Gly-Pro",0.576,"trial_2",0.511
"470","JV3","PM1","p-Hydroxyphenyl Acetic acid",2.32,"trial_2",1.353
"471","JV3","PM1","m-Hydroxyphenyl Acetic acid",0,"trial_2",0.00633333333333333
"472","JV3","PM1","Tyramine",4.988,"trial_2",2.05233333333333
"473","JV3","PM1","D-Psicose",0.209,"trial_2",0.261333333333333
"474","JV3","PM1","L-Lyxose",1.089,"trial_2",1.08433333333333
"475","JV3","PM1","Glucuronamide",0.063,"trial_2",0.081
"476","JV3","PM1","Pyruvic acid",1.048,"trial_2",0.901333333333333
"477","JV3","PM1","L-Galactonic acid-g-Lactone",0.005,"trial_2",0.0113333333333333
"478","JV3","PM1","D-Galacturonic acid",0.001,"trial_2",0.0176666666666667
"479","JV3","PM1","b-Phenylethylamine",0,"trial_2",0.014
"480","JV3","PM1","Ethanolamine",0.772,"trial_2",0.712666666666667
"481","JV3","PM1","Negative Control",0,"trial_3",0
"482","JV3","PM1","L-Arabinose",0.659,"trial_3",0.499
"483","JV3","PM1","N-Acetyl-D-Glucosamine",0.275,"trial_3",0.309
"484","JV3","PM1","D-Saccharic acid",0.01,"trial_3",0.0183333333333333
"485","JV3","PM1","Succinic acid",1.05,"trial_3",1.10433333333333
"486","JV3","PM1","D-Galactose",0.07,"trial_3",0.0233333333333333
"487","JV3","PM1","L-Aspartic acid",0.76,"trial_3",0.915333333333333
"488","JV3","PM1","L-Proline",0.948,"trial_3",1.173
"489","JV3","PM1","D-Alanine",0.406,"trial_3",0.323
"490","JV3","PM1","D-Trehalose",0.083,"trial_3",0.064
"491","JV3","PM1","D-Mannose",0.024,"trial_3",0.013
"492","JV3","PM1","Dulcitol",0.011,"trial_3",0.0106666666666667
"493","JV3","PM1","D-Serine",0.072,"trial_3",0.0423333333333333
"494","JV3","PM1","D-Sorbitol",0.038,"trial_3",0.0306666666666667
"495","JV3","PM1","Glycerol",0.161,"trial_3",0.252333333333333
"496","JV3","PM1","L-Fucose",0.113,"trial_3",0.086
"497","JV3","PM1","D-Glucuronic acid",0.053,"trial_3",0.0493333333333333
"498","JV3","PM1","D-Gluconic acid",1.2,"trial_3",1.60566666666667
"499","JV3","PM1","DL-a-Glycerol Phosphate",0.299,"trial_3",0.304666666666667
"500","JV3","PM1","D-Xylose",1.027,"trial_3",0.794
"501","JV3","PM1","L-Lactic acid",1.034,"trial_3",1.44866666666667
"502","JV3","PM1","Formic acid",0.059,"trial_3",0.0933333333333333
"503","JV3","PM1","D-Mannitol",0.794,"trial_3",0.827333333333333
"504","JV3","PM1","L-Glutamic acid",1.266,"trial_3",1.708
"505","JV3","PM1","D-Glucose-6-Phosphate",0,"trial_3",0.003
"506","JV3","PM1","D-Galactonic acid-g-Lactone",0.02,"trial_3",0.0236666666666667
"507","JV3","PM1","DL-Malic acid",1.028,"trial_3",1.22333333333333
"508","JV3","PM1","D-Ribose",1.009,"trial_3",0.936666666666667
"509","JV3","PM1","Tween 20",1.198,"trial_3",1.14933333333333
"510","JV3","PM1","L-Rhamnose",0.052,"trial_3",0.0703333333333333
"511","JV3","PM1","D-Fructose",0.669,"trial_3",0.725333333333333
"512","JV3","PM1","Acetic acid",0.506,"trial_3",0.505333333333333
"513","JV3","PM1","a-D-Glucose",1.305,"trial_3",1.75633333333333
"514","JV3","PM1","Maltose",0.045,"trial_3",0.0586666666666667
"515","JV3","PM1","D-Melibiose",0.029,"trial_3",0.042
"516","JV3","PM1","Thymidine",0.012,"trial_3",0.015
"517","JV3","PM1","L-Asparagine",1.225,"trial_3",1.578
"518","JV3","PM1","D-Aspartic acid",0.013,"trial_3",0.0333333333333333
"519","JV3","PM1","D-Glucosaminic acid",0.04,"trial_3",0.031
"520","JV3","PM1","1,2-Propanediol",0.065,"trial_3",0.0976666666666667
"521","JV3","PM1","Tween 40",1.256,"trial_3",1.31666666666667
"522","JV3","PM1","a-Ketoglutaric acid",0.432,"trial_3",0.631
"523","JV3","PM1","a-Ketobutyric acid",0.063,"trial_3",0.0646666666666667
"524","JV3","PM1","a-Methyl D-Galactoside",0.038,"trial_3",0.051
"525","JV3","PM1","a-D-Lactose",0.047,"trial_3",0.0543333333333333
"526","JV3","PM1","Lactulose",0.051,"trial_3",0.0836666666666667
"527","JV3","PM1","Sucrose",0.039,"trial_3",0.0713333333333333
"528","JV3","PM1","Uridine",0.196,"trial_3",0.281333333333333
"529","JV3","PM1","L-Glutamine",1.336,"trial_3",1.592
"530","JV3","PM1","m-Tartaric acid",0.006,"trial_3",0.0253333333333333
"531","JV3","PM1","D-Glucose-1-Phosphate",0.045,"trial_3",0.0373333333333333
"532","JV3","PM1","D-Fructose-6-Phosphate",0.287,"trial_3",0.209
"533","JV3","PM1","Tween 80",1.25,"trial_3",0.926
"534","JV3","PM1","a-Hydroxyglutaric acid-g-Lactone",0.053,"trial_3",0.053
"535","JV3","PM1","a-Hydroxybutyric acid",0.05,"trial_3",0.0463333333333333
"536","JV3","PM1","b-Methyl D-Glucoside",0.029,"trial_3",0.048
"537","JV3","PM1","Adonitol",0.053,"trial_3",0.0646666666666667
"538","JV3","PM1","Maltotriose",0.108,"trial_3",0.122
"539","JV3","PM1","2`-Deoxyadenosine",0,"trial_3",0.0173333333333333
"540","JV3","PM1","Adenosine",0.224,"trial_3",0.296666666666667
"541","JV3","PM1","Gly-Asp",0.114,"trial_3",0.069
"542","JV3","PM1","Citric acid",1.205,"trial_3",1.42666666666667
"543","JV3","PM1","m-Inositol",0.036,"trial_3",0.0283333333333333
"544","JV3","PM1","D-Threonine",0.057,"trial_3",0.0683333333333333
"545","JV3","PM1","Fumaric acid",1.209,"trial_3",1.82366666666667
"546","JV3","PM1","Bromosuccinic acid",0.369,"trial_3",0.435
"547","JV3","PM1","Propionic acid",0.198,"trial_3",0.643333333333333
"548","JV3","PM1","Mucic acid",0.053,"trial_3",0.0516666666666667
"549","JV3","PM1","Glycolic acid",0.004,"trial_3",0.024
"550","JV3","PM1","Glyoxylic acid",0.033,"trial_3",0.0283333333333333
"551","JV3","PM1","D-Cellobiose",0.041,"trial_3",0.06
"552","JV3","PM1","Inosine",0.97,"trial_3",1.20966666666667
"553","JV3","PM1","Gly-Glu",0.138,"trial_3",0.0926666666666667
"554","JV3","PM1","Tricarballylic acid",0.042,"trial_3",0.0533333333333333
"555","JV3","PM1","L-Serine",0.051,"trial_3",0.109333333333333
"556","JV3","PM1","L-Threonine",0.097,"trial_3",0.0763333333333333
"557","JV3","PM1","L-Alanine",0.255,"trial_3",0.413333333333333
"558","JV3","PM1","Ala-Gly",0.088,"trial_3",0.0573333333333333
"559","JV3","PM1","Acetoacetic acid",0.068,"trial_3",0.0613333333333333
"560","JV3","PM1","N-Acetyl-D-Mannosamine",0.032,"trial_3",0.042
"561","JV3","PM1","Mono-methyl Succinate",0.057,"trial_3",0.226
"562","JV3","PM1","Methyl Pyruvate",0.308,"trial_3",0.521
"563","JV3","PM1","D-Malic acid",0.09,"trial_3",0.098
"564","JV3","PM1","L-Malic acid",1.347,"trial_3",1.91666666666667
"565","JV3","PM1","Gly-Pro",0.378,"trial_3",0.511
"566","JV3","PM1","p-Hydroxyphenyl Acetic acid",0.716,"trial_3",1.353
"567","JV3","PM1","m-Hydroxyphenyl Acetic acid",0.005,"trial_3",0.00633333333333333
"568","JV3","PM1","Tyramine",0.495,"trial_3",2.05233333333333
"569","JV3","PM1","D-Psicose",0.353,"trial_3",0.261333333333333
"570","JV3","PM1","L-Lyxose",1.128,"trial_3",1.08433333333333
"571","JV3","PM1","Glucuronamide",0.122,"trial_3",0.081
"572","JV3","PM1","Pyruvic acid",0.754,"trial_3",0.901333333333333
"573","JV3","PM1","L-Galactonic acid-g-Lactone",0.025,"trial_3",0.0113333333333333
"574","JV3","PM1","D-Galacturonic acid",0.017,"trial_3",0.0176666666666667
"575","JV3","PM1","b-Phenylethylamine",0.029,"trial_3",0.014
"576","JV3","PM1","Ethanolamine",0.401,"trial_3",0.712666666666667
"577","JV4","PM1","Negative Control",0,"trial_1",0
"578","JV4","PM1","L-Arabinose",0.484,"trial_1",0.604333333333333
"579","JV4","PM1","N-Acetyl-D-Glucosamine",0.196,"trial_1",0.144666666666667
"580","JV4","PM1","D-Saccharic acid",0.018,"trial_1",0.00866666666666667
"581","JV4","PM1","Succinic acid",0.999,"trial_1",0.868666666666667
"582","JV4","PM1","D-Galactose",0,"trial_1",0.0316666666666667
"583","JV4","PM1","L-Aspartic acid",0.878,"trial_1",0.819333333333333
"584","JV4","PM1","L-Proline",0.633,"trial_1",0.656
"585","JV4","PM1","D-Alanine",0.13,"trial_1",0.14
"586","JV4","PM1","D-Trehalose",0.042,"trial_1",0.041
"587","JV4","PM1","D-Mannose",0.001,"trial_1",0.00966666666666667
"588","JV4","PM1","Dulcitol",0.022,"trial_1",0.0183333333333333
"589","JV4","PM1","D-Serine",0,"trial_1",0
"590","JV4","PM1","D-Sorbitol",0.026,"trial_1",0.037
"591","JV4","PM1","Glycerol",0.129,"trial_1",0.188666666666667
"592","JV4","PM1","L-Fucose",0.049,"trial_1",0.11
"593","JV4","PM1","D-Glucuronic acid",0.021,"trial_1",0.0303333333333333
"594","JV4","PM1","D-Gluconic acid",1.407,"trial_1",1.237
"595","JV4","PM1","DL-a-Glycerol Phosphate",0.206,"trial_1",0.165
"596","JV4","PM1","D-Xylose",0.831,"trial_1",1.02166666666667
"597","JV4","PM1","L-Lactic acid",0.797,"trial_1",0.701666666666667
"598","JV4","PM1","Formic acid",0.037,"trial_1",0.046
"599","JV4","PM1","D-Mannitol",0.869,"trial_1",0.874666666666667
"600","JV4","PM1","L-Glutamic acid",1.264,"trial_1",1.39133333333333
"601","JV4","PM1","D-Glucose-6-Phosphate",0,"trial_1",0
"602","JV4","PM1","D-Galactonic acid-g-Lactone",0,"trial_1",0
"603","JV4","PM1","DL-Malic acid",1.181,"trial_1",1.05233333333333
"604","JV4","PM1","D-Ribose",0.858,"trial_1",0.957666666666667
"605","JV4","PM1","Tween 20",0.766,"trial_1",1.04466666666667
"606","JV4","PM1","L-Rhamnose",0.136,"trial_1",0.109666666666667
"607","JV4","PM1","D-Fructose",0.917,"trial_1",0.979666666666667
"608","JV4","PM1","Acetic acid",0.486,"trial_1",0.442666666666667
"609","JV4","PM1","a-D-Glucose",1.207,"trial_1",1.39933333333333
"610","JV4","PM1","Maltose",0.043,"trial_1",0.043
"611","JV4","PM1","D-Melibiose",0.059,"trial_1",0.046
"612","JV4","PM1","Thymidine",0.01,"trial_1",0.017
"613","JV4","PM1","L-Asparagine",1.379,"trial_1",1.32866666666667
"614","JV4","PM1","D-Aspartic acid",0.006,"trial_1",0.0103333333333333
"615","JV4","PM1","D-Glucosaminic acid",0.035,"trial_1",0.042
"616","JV4","PM1","1,2-Propanediol",0.058,"trial_1",0.061
"617","JV4","PM1","Tween 40",1.433,"trial_1",1.12466666666667
"618","JV4","PM1","a-Ketoglutaric acid",0.474,"trial_1",0.431666666666667
"619","JV4","PM1","a-Ketobutyric acid",0.046,"trial_1",0.044
"620","JV4","PM1","a-Methyl D-Galactoside",0.106,"trial_1",0.067
"621","JV4","PM1","a-D-Lactose",0.068,"trial_1",0.05
"622","JV4","PM1","Lactulose",0.035,"trial_1",0.042
"623","JV4","PM1","Sucrose",0.07,"trial_1",0.0436666666666667
"624","JV4","PM1","Uridine",0.102,"trial_1",0.163666666666667
"625","JV4","PM1","L-Glutamine",1.397,"trial_1",1.28433333333333
"626","JV4","PM1","m-Tartaric acid",0,"trial_1",0
"627","JV4","PM1","D-Glucose-1-Phosphate",0.025,"trial_1",0.029
"628","JV4","PM1","D-Fructose-6-Phosphate",0.15,"trial_1",0.204666666666667
"629","JV4","PM1","Tween 80",0.809,"trial_1",0.783666666666667
"630","JV4","PM1","a-Hydroxyglutaric acid-g-Lactone",0.073,"trial_1",0.0336666666666667
"631","JV4","PM1","a-Hydroxybutyric acid",0.034,"trial_1",0.0166666666666667
"632","JV4","PM1","b-Methyl D-Glucoside",0.073,"trial_1",0.045
"633","JV4","PM1","Adonitol",0.117,"trial_1",0.059
"634","JV4","PM1","Maltotriose",0.153,"trial_1",0.102333333333333
"635","JV4","PM1","2`-Deoxyadenosine",0,"trial_1",0
"636","JV4","PM1","Adenosine",0.242,"trial_1",0.313666666666667
"637","JV4","PM1","Gly-Asp",0.072,"trial_1",0.111666666666667
"638","JV4","PM1","Citric acid",1.061,"trial_1",1.117
"639","JV4","PM1","m-Inositol",0.022,"trial_1",0.0286666666666667
"640","JV4","PM1","D-Threonine",0,"trial_1",0.019
"641","JV4","PM1","Fumaric acid",1.697,"trial_1",1.654
"642","JV4","PM1","Bromosuccinic acid",0.41,"trial_1",0.335666666666667
"643","JV4","PM1","Propionic acid",0.692,"trial_1",0.534333333333333
"644","JV4","PM1","Mucic acid",0.164,"trial_1",0.078
"645","JV4","PM1","Glycolic acid",0.064,"trial_1",0.0296666666666667
"646","JV4","PM1","Glyoxylic acid",0.023,"trial_1",0.0193333333333333
"647","JV4","PM1","D-Cellobiose",0.065,"trial_1",0.048
"648","JV4","PM1","Inosine",0.689,"trial_1",0.771
"649","JV4","PM1","Gly-Glu",0.078,"trial_1",0.116
"650","JV4","PM1","Tricarballylic acid",0.037,"trial_1",0.0373333333333333
"651","JV4","PM1","L-Serine",0.015,"trial_1",0.114333333333333
"652","JV4","PM1","L-Threonine",0.06,"trial_1",0.0626666666666667
"653","JV4","PM1","L-Alanine",0.157,"trial_1",0.19
"654","JV4","PM1","Ala-Gly",0.079,"trial_1",0.0843333333333333
"655","JV4","PM1","Acetoacetic acid",0.049,"trial_1",0.0473333333333333
"656","JV4","PM1","N-Acetyl-D-Mannosamine",0.042,"trial_1",0.0333333333333333
"657","JV4","PM1","Mono-methyl Succinate",0.154,"trial_1",0.141666666666667
"658","JV4","PM1","Methyl Pyruvate",0.326,"trial_1",0.246
"659","JV4","PM1","D-Malic acid",0.089,"trial_1",0.0803333333333333
"660","JV4","PM1","L-Malic acid",1.909,"trial_1",1.46366666666667
"661","JV4","PM1","Gly-Pro",2.234,"trial_1",1.15966666666667
"662","JV4","PM1","p-Hydroxyphenyl Acetic acid",1.682,"trial_1",0.893333333333333
"663","JV4","PM1","m-Hydroxyphenyl Acetic acid",0,"trial_1",0.0113333333333333
"664","JV4","PM1","Tyramine",0.398,"trial_1",0.396333333333333
"665","JV4","PM1","D-Psicose",0.249,"trial_1",0.271
"666","JV4","PM1","L-Lyxose",1.099,"trial_1",1.10866666666667
"667","JV4","PM1","Glucuronamide",0.07,"trial_1",0.0846666666666667
"668","JV4","PM1","Pyruvic acid",0.912,"trial_1",0.745666666666667
"669","JV4","PM1","L-Galactonic acid-g-Lactone",0,"trial_1",0.0183333333333333
"670","JV4","PM1","D-Galacturonic acid",0.016,"trial_1",0.0156666666666667
"671","JV4","PM1","b-Phenylethylamine",0.015,"trial_1",0.0193333333333333
"672","JV4","PM1","Ethanolamine",1.045,"trial_1",0.998333333333333
"673","JV4","PM1","Negative Control",0,"trial_2",0
"674","JV4","PM1","L-Arabinose",0.677,"trial_2",0.604333333333333
"675","JV4","PM1","N-Acetyl-D-Glucosamine",0.154,"trial_2",0.144666666666667
"676","JV4","PM1","D-Saccharic acid",0.008,"trial_2",0.00866666666666667
"677","JV4","PM1","Succinic acid",0.913,"trial_2",0.868666666666667
"678","JV4","PM1","D-Galactose",0.038,"trial_2",0.0316666666666667
"679","JV4","PM1","L-Aspartic acid",0.932,"trial_2",0.819333333333333
"680","JV4","PM1","L-Proline",0.784,"trial_2",0.656
"681","JV4","PM1","D-Alanine",0.176,"trial_2",0.14
"682","JV4","PM1","D-Trehalose",0.056,"trial_2",0.041
"683","JV4","PM1","D-Mannose",0.017,"trial_2",0.00966666666666667
"684","JV4","PM1","Dulcitol",0.033,"trial_2",0.0183333333333333
"685","JV4","PM1","D-Serine",0,"trial_2",0
"686","JV4","PM1","D-Sorbitol",0.041,"trial_2",0.037
"687","JV4","PM1","Glycerol",0.261,"trial_2",0.188666666666667
"688","JV4","PM1","L-Fucose",0.162,"trial_2",0.11
"689","JV4","PM1","D-Glucuronic acid",0.052,"trial_2",0.0303333333333333
"690","JV4","PM1","D-Gluconic acid",1.275,"trial_2",1.237
"691","JV4","PM1","DL-a-Glycerol Phosphate",0.15,"trial_2",0.165
"692","JV4","PM1","D-Xylose",1.078,"trial_2",1.02166666666667
"693","JV4","PM1","L-Lactic acid",0.601,"trial_2",0.701666666666667
"694","JV4","PM1","Formic acid",0.084,"trial_2",0.046
"695","JV4","PM1","D-Mannitol",0.915,"trial_2",0.874666666666667
"696","JV4","PM1","L-Glutamic acid",2,"trial_2",1.39133333333333
"697","JV4","PM1","D-Glucose-6-Phosphate",0,"trial_2",0
"698","JV4","PM1","D-Galactonic acid-g-Lactone",0,"trial_2",0
"699","JV4","PM1","DL-Malic acid",1.006,"trial_2",1.05233333333333
"700","JV4","PM1","D-Ribose",1.018,"trial_2",0.957666666666667
"701","JV4","PM1","Tween 20",0.713,"trial_2",1.04466666666667
"702","JV4","PM1","L-Rhamnose",0.129,"trial_2",0.109666666666667
"703","JV4","PM1","D-Fructose",1.064,"trial_2",0.979666666666667
"704","JV4","PM1","Acetic acid",0.395,"trial_2",0.442666666666667
"705","JV4","PM1","a-D-Glucose",1.731,"trial_2",1.39933333333333
"706","JV4","PM1","Maltose",0.053,"trial_2",0.043
"707","JV4","PM1","D-Melibiose",0.062,"trial_2",0.046
"708","JV4","PM1","Thymidine",0.041,"trial_2",0.017
"709","JV4","PM1","L-Asparagine",1.353,"trial_2",1.32866666666667
